nuclide,isomer_keV,isomer_t_s,signal_gateway_keV,signal_dE_keV,signal_line_keV,signal_yield,veto_gateway_keV,veto_dE_keV,veto_yield_of_signal_line,veto_p_release,veto_beta,signal_neec,veto_neec
99tc,142.7,21623.8,1141.85,999.17,960.75,0.855327,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,1141.85,999.17,0,1,2.04336,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,1554.56,1411.88,0,1,3.04336,0,0
99tc,142.7,21623.8,1172.05,1029.37,410.27,0.992753,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1141.85,999.17,0,1,2.04336,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1172.05,1029.37,0,1,2.77731,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1554.56,1411.88,0,1,3.04336,0,0
99tc,142.7,21623.8,1552.12,1409.44,631.5,0.646831,1678.14,1535.46,0,1,2.01809,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,181.094,38.4106,0,1,0.970526,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,761.782,619.098,0,1,1.78456,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,920.58,777.896,0,0.738856,1.71767,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1004.07,861.384,0,0.934905,1.94027,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1019.76,877.076,0,1,1.92738,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1141.85,999.17,0,1,2.04336,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1172.05,1029.37,0,1,2.77731,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1552.12,1409.44,0,0.831084,2.83269,0,0
99tc,142.7,21623.8,1554.56,1411.88,412.7,1,1678.14,1535.46,0,1,2.01809,0,0
99rh,64.4,16920,979.5,915.1,552,0.916337,427.5,363.1,0,1,0.990688,0,0
99rh,64.4,16920,1660.6,1596.2,681.1,0.683684,427.5,363.1,0,1,0.990688,0,0
99rh,64.4,16920,1660.6,1596.2,681.1,0.683684,979.5,915.1,0,0.920241,1.90773,0,0
101rh,157.3,375235,851.35,694.03,496.09,0.666667,355.24,197.92,0,1,1,0,0
101rh,157.3,375235,851.35,694.03,496.09,0.666667,899.35,742.03,0,1,2,0,0
101rh,157.3,375235,851.35,694.03,496.09,0.666667,1576.9,1419.58,0,1,3,0,0
101rh,157.3,375235,851.35,694.03,496.09,0.666667,1604.5,1447.18,0,1,3,0,0
101rh,157.3,375235,851.35,694.03,496.09,0.666667,1843,1685.68,0,1,4,0,0
101rh,157.3,375235,899.35,742.03,544.1,1,355.24,197.92,0,1,1,0,0
101rh,157.3,375235,899.35,742.03,544.1,1,851.35,694.03,0,1,2,0,0
101rh,157.3,375235,1604.5,1447.18,705.2,1,355.24,197.92,0,1,1,0,0
101rh,157.3,375235,1604.5,1447.18,705.2,1,851.35,694.03,0,1,2,0,0
101rh,157.3,375235,1604.5,1447.18,705.2,1,899.35,742.03,0,1,2,0,0
101rh,157.3,375235,1604.5,1447.18,705.2,1,1576.9,1419.58,0,1,3,0,0
101rh,157.3,375235,1843,1685.68,239,1,355.24,197.92,0,1,1,0,0
101rh,157.3,375235,1843,1685.68,239,1,851.35,694.03,0,1,2,0,0
101rh,157.3,375235,1843,1685.68,239,1,899.35,742.03,0,1,2,0,0
101rh,157.3,375235,1843,1685.68,239,1,1576.9,1419.58,0,1,3,0,0
101rh,157.3,375235,1843,1685.68,239,1,1604.5,1447.18,0,1,3,0,0
102rh,140.7,1.18086e+08,476.85,336.12,213,0.5,263.84,123.11,0,1,2.14941,0,0
103rh,39.8,3366.84,294.965,255.212,294.964,0.981258,357.396,317.643,0.0946528,0.999396,1.02576,0,0
103rh,39.8,3366.84,357.396,317.643,357.382,0.88882,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,357.396,317.643,357.382,0.88882,1277.17,1237.42,0.0675842,0.999954,1.2914,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,357.396,317.643,0,0.999396,1.02576,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,880.46,840.707,0,0.999699,1.88623,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,920.09,880.337,0.0574218,0.999406,2.0991,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,1106.86,1067.11,0,0.8561,2.04183,0,0
103rh,39.8,3366.84,847.59,807.837,490.12,0.775194,1277.17,1237.42,0,0.999954,1.2914,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,357.396,317.643,0,0.999396,1.02576,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,847.59,807.837,0,0.999531,2.01576,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,920.09,880.337,0,0.999406,2.0991,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,1106.86,1067.11,0,0.8561,2.04183,0,0
103rh,39.8,3366.84,880.46,840.707,523.11,0.497512,1277.17,1237.42,0,0.999954,1.2914,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,357.396,317.643,0,0.999396,1.02576,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,847.59,807.837,0,0.999531,2.01576,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,880.46,840.707,0,0.999699,1.88623,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,1106.86,1067.11,0,0.8561,2.04183,0,0
103rh,39.8,3366.84,920.09,880.337,562.69,0.925926,1277.17,1237.42,0,0.999954,1.2914,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,357.396,317.643,0,0.999396,1.02576,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,847.59,807.837,0,0.999531,2.01576,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,880.46,840.707,0,0.999699,1.88623,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,920.09,880.337,0,0.999406,2.0991,0,0
103rh,39.8,3366.84,1106.86,1067.11,749.35,0.512821,1277.17,1237.42,0,0.999954,1.2914,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,294.965,255.212,0,1,0.981258,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,357.396,317.643,0,0.999396,1.02576,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,847.59,807.837,0,0.999531,2.01576,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,880.46,840.707,0,0.999699,1.88623,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,920.09,880.337,0,0.999406,2.0991,0,0
103rh,39.8,3366.84,1277.17,1237.42,1277.04,0.729927,1106.86,1067.11,0,0.8561,2.04183,0,0
104rh,129,260.4,482.326,353.358,482.3,0.406504,924.32,795.352,0,0.999961,2.08174,0,0
104rh,129,260.4,924.32,795.352,711.24,0.381098,482.326,353.358,0,0.886179,1.52965,0,0
105rh,129.7,42.8,469.369,339.627,469.347,0.992221,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,469.369,339.627,469.347,0.992221,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,469.369,339.627,469.347,0.992221,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,499.236,369.494,499.21,0.869565,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,969.484,839.742,0,0.877199,1.68644,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1321.29,1191.55,0.0587735,0.999745,1.7087,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1721.2,1591.46,0,0.999711,1.69038,0,0
105rh,129.7,42.8,724.244,594.502,724.211,0.973525,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,785.887,656.145,469.347,0.635344,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,785.887,656.145,469.347,0.635344,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,785.887,656.145,469.347,0.635344,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1321.29,1191.55,0,0.999745,1.7087,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1377.02,1247.28,0,0.965482,2.13435,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1721.2,1591.46,0,0.999711,1.69038,0,0
105rh,129.7,42.8,969.484,839.742,969.414,0.462904,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,969.484,839.742,0,0.877199,1.68644,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1321.29,1191.55,0,0.999745,1.7087,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1377.02,1247.28,0,0.965482,2.13435,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1721.2,1591.46,0,0.999711,1.69038,0,0
105rh,129.7,42.8,1316.27,1186.53,846.9,1,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,969.484,839.742,0,0.877199,1.68644,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1377.02,1247.28,0,0.965482,2.13435,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1721.2,1591.46,0,0.999711,1.69038,0,0
105rh,129.7,42.8,1321.29,1191.55,822.042,0.344982,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1345.13,1215.39,469.347,0.710634,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1345.13,1215.39,469.347,0.710634,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1345.13,1215.39,469.347,0.710634,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1377.02,1247.28,469.347,0.34646,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1377.02,1247.28,469.347,0.34646,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1377.02,1247.28,469.347,0.34646,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1486.84,1357.1,469.347,0.937942,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1486.84,1357.1,469.347,0.937942,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1486.84,1357.1,469.347,0.937942,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,969.484,839.742,0,0.877199,1.68644,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1321.29,1191.55,0,0.999745,1.7087,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1377.02,1247.28,0,0.965482,2.13435,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,1721.2,1591.46,1721.15,0.384054,1829.6,1699.86,0,1,1,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,469.369,339.627,0,0.998988,0.993233,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,499.236,369.494,0,1,1.1149,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,724.244,594.502,0,0.999998,1.01993,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,785.887,656.145,0,0.641126,1.8579,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,969.484,839.742,0,0.877199,1.68644,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1316.27,1186.53,0,0.998988,1.99323,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1321.29,1191.55,0,0.999745,1.7087,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1345.13,1215.39,0,0.914311,2.03343,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1377.02,1247.28,0,0.965482,2.13435,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1486.84,1357.1,0,0.96512,2.03817,0,0
105rh,129.7,42.8,1829.6,1699.86,1829.6,1,1721.2,1591.46,0,0.999711,1.69038,0,0
95pd,1875.1,13.3,2677.5,802.37,476.1,1,1878.5,3.37,0,1,2.01283,0,1
95pd,1875.1,13.3,2677.5,802.37,476.1,1,2201.5,326.37,0,1,3.01283,0,0
95pd,1875.1,13.3,3606.7,1731.57,929.3,1,1878.5,3.37,0,1,2.01283,0,1
95pd,1875.1,13.3,3606.7,1731.57,929.3,1,2201.5,326.37,0,1,3.01283,0,0
95pd,1875.1,13.3,3606.7,1731.57,929.3,1,2677.5,802.37,0,1,4.01283,0,0
95pd,1875.1,13.3,3903.9,2028.77,476.1,0.666667,1878.5,3.37,0,1,2.01283,0,1
95pd,1875.1,13.3,3903.9,2028.77,476.1,0.666667,2201.5,326.37,0,1,3.01283,0,0
95pd,1875.1,13.3,4395.4,2520.27,491.5,1,1878.5,3.37,0,1,2.01283,0,1
95pd,1875.1,13.3,4395.4,2520.27,491.5,1,2201.5,326.37,0,1,3.01283,0,0
95pd,1875.1,13.3,4395.4,2520.27,491.5,1,2677.5,802.37,0,1,4.01283,0,0
95pd,1875.1,13.3,4395.4,2520.27,491.5,1,3606.7,1731.57,0,1,5.01283,0,0
95pd,1875.1,13.3,4395.4,2520.27,491.5,1,3903.9,2028.77,0,0.666667,4.00856,0,0
107pd,214.6,21.3,312.2,97.6,312.21,1,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,312.2,97.6,312.21,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1742.05,1527.45,0,1,3.34641,0,0
107pd,214.6,21.3,366.8,152.2,366.8,1,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,392.42,177.82,392.47,0.994332,1742.05,1527.45,0,1,3.34641,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,696.33,481.73,696.3,0.653595,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,954.85,740.25,312.21,0.772373,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,954.85,740.25,312.21,0.772373,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1101.99,887.39,312.21,0.399083,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1101.99,887.39,312.21,0.399083,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,1340.3,1125.7,644.2,1,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,1373.82,1159.22,677.5,1,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,1742.05,1527.45,0,1,3.34641,0,0
107pd,214.6,21.3,1676.36,1461.76,721.5,1,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,1742.05,1527.45,402,0.666667,1763.4,1548.8,0,1,3.01018,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,312.2,97.6,0,1,1,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,366.8,152.2,0,1,1,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,392.42,177.82,0,1,1.00567,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,696.33,481.73,0,1,1.34641,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,954.85,740.25,0,1,2.01018,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,1101.99,887.39,0,1,2.0564,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,1340.3,1125.7,0,1,2.34641,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,1373.82,1159.22,0,1,2.34641,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,1676.36,1461.76,0,1,3.01018,0,0
107pd,214.6,21.3,1763.4,1548.8,808.5,1,1742.05,1527.45,0,1,3.34641,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,248.01,59.0197,0,0.505051,1,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,276.289,87.2987,0,1,0.97371,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,426.14,237.15,0,1,1.06067,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,597.1,408.11,0,1,1.32457,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,907.2,718.21,0,1,2.14914,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,1267.2,1078.21,0,1,2.73685,0,0
109pd,189,282.18,245.081,56.0904,245.08,0.988142,1635.2,1446.21,0,1,3.14914,0,0
109pd,189,282.18,248.01,59.0197,247.96,0.505051,245.081,56.0904,0,1,0.988142,0,0
109pd,189,282.18,248.01,59.0197,247.96,0.505051,276.289,87.2987,0,1,0.97371,0,0
109pd,189,282.18,248.01,59.0197,247.96,0.505051,426.14,237.15,0,1,1.06067,0,0
109pd,189,282.18,248.01,59.0197,247.96,0.505051,597.1,408.11,0,1,1.32457,0,0
