nuclide,isomer_keV,isomer_t_s,signal_gateway_keV,signal_dE_keV,signal_line_keV,signal_yield,veto_gateway_keV,veto_dE_keV,veto_yield_of_signal_line,veto_p_release,veto_beta,signal_neec,veto_neec
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,822.42,702.09,0,1,1.75243,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,880,759.67,0,1,2.05875,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,934.36,814.03,0,1,1.98197,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,965.5,845.17,0,1,2.44221,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,967.98,847.65,0,1,2.17379,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1015.32,894.99,0,1,2.31925,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1120.93,1000.6,0,1,2.4672,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1148.5,1028.17,0,1,2.11005,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1149.23,1028.9,0,1,2.74143,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1164.47,1044.14,0,1,2.54677,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1205.15,1084.82,0,1,2.22668,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1280.01,1159.68,0,0.867224,2.35719,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1369.5,1249.17,0,1,2.47387,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1419.69,1299.36,0,1,2.56054,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,1498.3,1377.97,0,1,2.12377,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,2180,2059.67,0,1,2.75243,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,2193.1,2072.77,0,1,2.12377,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,2291,2170.67,0,1,3.44221,0,0
187au,120.3,2.3,1842.77,1722.44,1639.5,0.595238,2345.7,2225.37,0,1,3.27061,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,240.19,119.86,0,1,0.798139,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,290.97,170.64,0,1,0.701113,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,495.33,375,0,1,1.12377,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,633.59,513.26,0,1,1.58014,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,638.6,518.27,0,1,1.40951,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,687.12,566.79,0,1,1.43793,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,710.44,590.11,0,1,1.76616,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,767.08,646.75,0,1,1.84415,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,822.42,702.09,0,1,1.75243,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,880,759.67,0,1,2.05875,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,934.36,814.03,0,1,1.98197,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,965.5,845.17,0,1,2.44221,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,967.98,847.65,0,1,2.17379,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1015.32,894.99,0,1,2.31925,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1120.93,1000.6,0,1,2.4672,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1148.5,1028.17,0,1,2.11005,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1149.23,1028.9,0,1,2.74143,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1164.47,1044.14,0,1,2.54677,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1205.15,1084.82,0,1,2.22668,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1280.01,1159.68,0,0.867224,2.35719,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1369.5,1249.17,0,1,2.47387,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1419.69,1299.36,0,1,2.56054,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1498.3,1377.97,0,1,2.12377,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,1842.77,1722.44,0,1,1.75788,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,2193.1,2072.77,0,1,2.12377,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,2291,2170.67,0,1,3.44221,0,0
187au,120.3,2.3,2180,2059.67,1357.6,1,2345.7,2225.37,0,1,3.27061,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,240.19,119.86,0,1,0.798139,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,290.97,170.64,0,1,0.701113,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,495.33,375,0,1,1.12377,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,633.59,513.26,0,1,1.58014,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,638.6,518.27,0,1,1.40951,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,687.12,566.79,0,1,1.43793,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,710.44,590.11,0,1,1.76616,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,767.08,646.75,0,1,1.84415,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,822.42,702.09,0,1,1.75243,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,880,759.67,0,1,2.05875,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,934.36,814.03,0,1,1.98197,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,965.5,845.17,0,1,2.44221,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,967.98,847.65,0,1,2.17379,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1015.32,894.99,0,1,2.31925,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1120.93,1000.6,0,1,2.4672,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1148.5,1028.17,0,1,2.11005,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1149.23,1028.9,0,1,2.74143,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1164.47,1044.14,0,1,2.54677,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1205.15,1084.82,0,1,2.22668,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1280.01,1159.68,0,0.867224,2.35719,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1369.5,1249.17,0,1,2.47387,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1419.69,1299.36,0,1,2.56054,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1498.3,1377.97,0,1,2.12377,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,1842.77,1722.44,0,1,1.75788,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,2180,2059.67,0,1,2.75243,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,2291,2170.67,0,1,3.44221,0,0
187au,120.3,2.3,2193.1,2072.77,1697.8,1,2345.7,2225.37,0,1,3.27061,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,240.19,119.86,0,1,0.798139,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,290.97,170.64,0,1,0.701113,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,495.33,375,0,1,1.12377,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,633.59,513.26,0,1,1.58014,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,638.6,518.27,0,1,1.40951,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,687.12,566.79,0,1,1.43793,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,710.44,590.11,0,1,1.76616,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,767.08,646.75,0,1,1.84415,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,822.42,702.09,0,1,1.75243,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,880,759.67,0,1,2.05875,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,934.36,814.03,0,1,1.98197,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,965.5,845.17,0,1,2.44221,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,967.98,847.65,0,1,2.17379,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1015.32,894.99,0,1,2.31925,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1120.93,1000.6,0,1,2.4672,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1148.5,1028.17,0,1,2.11005,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1149.23,1028.9,0,1,2.74143,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1164.47,1044.14,0,1,2.54677,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1205.15,1084.82,0,1,2.22668,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1280.01,1159.68,0,0.867224,2.35719,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1369.5,1249.17,0,1,2.47387,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1419.69,1299.36,0,1,2.56054,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1498.3,1377.97,0,1,2.12377,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,1842.77,1722.44,0,1,1.75788,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,2180,2059.67,0,1,2.75243,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,2193.1,2072.77,0,1,2.12377,0,0
187au,120.3,2.3,2291,2170.67,1325.5,1,2345.7,2225.37,0,1,3.27061,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,240.19,119.86,0,1,0.798139,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,290.97,170.64,0,1,0.701113,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,495.33,375,0,1,1.12377,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,633.59,513.26,0,1,1.58014,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,638.6,518.27,0,1,1.40951,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,687.12,566.79,0,1,1.43793,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,710.44,590.11,0,1,1.76616,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,767.08,646.75,0,1,1.84415,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,822.42,702.09,0,1,1.75243,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,880,759.67,0,1,2.05875,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,934.36,814.03,0,1,1.98197,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,965.5,845.17,0,1,2.44221,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,967.98,847.65,0,1,2.17379,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1015.32,894.99,0,1,2.31925,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1120.93,1000.6,0,1,2.4672,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1148.5,1028.17,0,1,2.11005,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1149.23,1028.9,0,1,2.74143,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1164.47,1044.14,0,1,2.54677,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1205.15,1084.82,0,1,2.22668,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1280.01,1159.68,0,0.867224,2.35719,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1369.5,1249.17,0,1,2.47387,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1419.69,1299.36,0,1,2.56054,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1498.3,1377.97,0,1,2.12377,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,1842.77,1722.44,0,1,1.75788,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,2180,2059.67,0,1,2.75243,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,2193.1,2072.77,0,1,2.12377,0,0
187au,120.3,2.3,2345.7,2225.37,1466.1,0.689655,2291,2170.67,0,1,3.44221,0,0
189au,247.2,275.4,512.35,265.1,502.3,0.575069,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,512.35,265.1,502.3,0.575069,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,512.35,265.1,502.3,0.575069,1483.4,1236.15,0,1,2.64053,0,0
189au,247.2,275.4,647.2,399.95,398.9,0.600422,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,647.2,399.95,398.9,0.600422,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,647.2,399.95,398.9,0.600422,1112.48,865.23,0,1,2.31373,0,0
189au,247.2,275.4,647.2,399.95,398.9,0.600422,1483.4,1236.15,0,1,2.64053,0,0
189au,247.2,275.4,760.67,513.42,512,0.857992,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,760.67,513.42,512,0.857992,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,760.67,513.42,512,0.857992,847.89,600.64,0,1,1.91623,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,1112.48,865.23,0,1,2.31373,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,1298.87,1051.62,0,1,2.58519,0,0
189au,247.2,275.4,847.89,600.64,540,0.410955,1483.4,1236.15,0,1,2.64053,0,0
189au,247.2,275.4,1112.48,865.23,600,0.660079,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,1112.48,865.23,600,0.660079,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,1112.48,865.23,600,0.660079,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,1112.48,865.23,600,0.660079,1298.87,1051.62,0,1,2.58519,0,0
189au,247.2,275.4,1112.48,865.23,600,0.660079,1483.4,1236.15,0,1,2.64053,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,847.89,600.64,0,1,1.91623,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,1112.48,865.23,0,1,2.31373,0,0
189au,247.2,275.4,1298.87,1051.62,538.2,0.409227,1483.4,1236.15,0,1,2.64053,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,512.35,265.1,0,1,1.19124,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,647.2,399.95,0,1,1.54485,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,760.67,513.42,0,1,1.77447,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,847.89,600.64,0,1,1.91623,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,1112.48,865.23,0,1,2.31373,0,0
189au,247.2,275.4,1483.4,1236.15,522.2,0.67511,1298.87,1051.62,0,1,2.58519,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,1330.9,1040.7,0,0.980312,2.71795,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,538.99,248.79,539.03,0.741551,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,687.43,397.23,429.51,0.666667,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,808.57,518.37,550.63,0.943396,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,929.09,638.89,547.43,0.540307,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,983.59,693.39,725.6,0.595238,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1330.9,1040.7,0,0.980312,2.71795,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,1085.35,795.15,295.4,0.380228,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1330.9,1040.7,0,0.980312,2.71795,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,1105.92,815.72,724.3,0.46729,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1330.9,1040.7,0,0.980312,2.71795,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1413.03,1122.83,0,1,2.59515,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1153.53,863.33,614.32,0.52356,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,1330.9,1040.7,257.99,0.352693,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1379.93,1089.73,257.99,0.438667,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1379.93,1089.73,0,1,2.52213,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1476.98,1186.78,0,1,2.74803,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,1514.2,1224,0,1,2.00514,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,2285.28,1995.08,0,1,2.52987,0,0
193au,290.2,3.9,1413.03,1122.83,725.6,1,2291.01,2000.81,0,0.807637,2.64605,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,538.99,248.79,0,1,1.15024,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,687.43,397.23,0,1,1.59515,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,808.57,518.37,0,1,1.74803,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,929.09,638.89,0,0.924357,2.06812,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,983.59,693.39,0,1,1.67821,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,1085.35,795.15,0,0.54125,1.84841,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,1105.92,815.72,0,1,2.03136,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,1153.53,863.33,0,1,2.43505,0,0
193au,290.2,3.9,1476.98,1186.78,668.4,1,1330.9,1040.7,0,0.980312,2.71795,0,0
