nuclide,Z,A,state_index,E_keV,t_half_s,lambda_m_per_s,Jpi,decay_modes
204Frm,87,204,1,50.0,2.41,0.28761293799167853,7+*,A=90 2;B+ ?
204Frn,87,204,2,326.0,1.65,0.4200892003393608,10-*,A=53 10;IT=47 10
205Aum,79,205,1,907.0,6.0,0.11552453009332421,11/2-#,IT=?;B-=?
205Aun,79,205,2,2849.7,1.6300000000000002e-07,4252436.690551811,19/2+#,IT=100
205Hgm,80,205,1,1556.4,0.00109,635.9148445504085,13/2+,IT=100
205Hgn,80,205,2,3316.6,5.8899999999999995e-06,117682.0340509245,(23/2-),IT=100
205Tlm,81,205,1,3290.61,2.6e-06,266595.0694461328,25/2+,IT=100
205Tln,81,205,2,4835.6,2.3500000000000003e-07,2949562.470467852,(35/2-),IT=100
205Pbm,82,205,1,2.329,2.42e-05,28642.44547768369,1/2-,IT=100
205Pbn,82,205,2,1013.85,0.00555,124.89138388467482,13/2+,IT=100
205Pbp,82,205,3,3195.8,2.1700000000000002e-07,3194226.638525093,25/2-,IT=100
205Bim,83,205,1,1497.17,7.9e-06,87740.14943796775,1/2+,IT=100
205Bin,83,205,2,2064.7,1.0000000000000001e-07,6931471.805599452,21/2+,IT=100
205Bip,83,205,3,2139.0,2.2e-07,3150669.002545206,25/2+,IT=100
205Pom,84,205,1,143.166,3.1e-07,2235958.6469675656,1/2-,IT=100
205Pon,84,205,2,880.31,0.000645,1074.6467915658068,13/2+,IT=100
205Pop,84,205,3,1461.21,0.0574,12.07573485296072,19/2-,IT=100
205Poq,84,205,4,3087.2,1.1500000000000001e-07,6027366.787477785,29/2-,IT=100
205Atm,85,205,1,2339.64,7.76e-06,89323.09027834346,29/2+,IT=100
205Frm,87,205,1,544.0,8e-08,8664339.756999316,13/2+,IT=100
205Frn,87,205,2,609.0,0.00115,602.7366787477786,(1/2+),IT=100
205Ram,88,205,1,263.0,0.18,3.850817669777474,13/2+,A~100;IT ?;B+ ?
206Hgm,80,206,1,2102.4,2.088e-06,331967.0404980581,5-,IT=100
206Hgn,80,206,2,3722.3,1.0600000000000001e-07,6539124.344905144,(10+),IT=100
206Tlm,81,206,1,2643.1,224.4,0.003088891178965888,(12)-,IT=100
206Pbm,82,206,1,2200.16,0.000125,5545.177444479562,7-,IT=100
206Pbn,82,206,2,4027.3,2.02e-07,3431421.685940323,12+,IT=100
206Bim,83,206,1,59.897,7.699999999999999e-06,90019.11435843447,4+,IT=100
206Bin,83,206,2,1044.8,0.00089,778.8170568089273,10-,IT=100
206Bip,83,206,3,9233.3,1.55e-07,4471917.293935131,(28-),IT=100
206Pom,84,206,1,1585.9,2.32e-07,2987703.3644825225,8+,IT=100
206Pon,84,206,2,2262.09,1.05e-06,660140.1719618527,9-,IT=100
206Atm,85,206,1,810.0,8.130000000000001e-07,852579.5578843114,(10)-,IT=100
206Frn,87,206,2,730.0,0.7000000000000001,0.9902102579427788,10-*,IT=?;A=13 2
206Acm,89,206,1,200.0,0.041,16.906028794145005,10-,A~100;B+ ?
207Tlm,81,207,1,1348.18,1.33,0.5211632936540942,11/2-,IT~100;B- ?
207Pbm,82,207,1,1633.356,0.806,0.8599840949875251,13/2+,IT=100
207Bim,83,207,1,2101.61,0.00018199999999999998,3808.500992087612,21/2+,IT=100
207Pom,84,207,1,68.557,2.0500000000000002e-07,3381205.758829001,1/2-,IT=100
207Pon,84,207,2,1115.076,4.9e-05,14145.860827753986,13/2+,IT=100
207Pop,84,207,3,1383.16,2.79,0.24843984966306282,19/2-,IT=100
207Atm,85,207,1,2117.3,1.08e-07,6418029.449629123,25/2+,IT=100
207Rnm,86,207,1,899.1,0.00018449999999999999,3756.8952875877794,13/2+,IT=100
207Ram,88,207,1,560.0,0.057,12.160476851928864,13/2+,IT=85#;A=?;B+ ?
208Hgm,80,208,1,1338.0,9.9e-08,7001486.672322679,(8+),IT=100
208Tlm,81,208,1,1807.0,1.3e-06,533190.1388922656,(0-),IT=100
208Pbm,82,208,1,4895.23,5.350000000000001e-07,1295602.2066541032,10+,IT=100
208Bim,83,208,1,1571.1,0.0025800000000000003,268.66169789145164,10-,IT=100
208Pom,84,208,1,1528.22,3.73e-07,1858303.4331365824,8+,IT=100
208Atm,85,208,1,2276.4,1.5e-06,462098.12037329684,16-,IT=100
208Rnm,86,208,1,1828.3,4.870000000000001e-07,1423300.165420832,8+,IT=100
208Frm,87,208,1,826.3,4.32e-07,1604507.3624072808,10-,IT=100
208Ram,88,208,1,2147.4,2.63e-07,2635540.6104940884,(8+),IT=100
208Acm,89,208,1,500.0,0.028,24.755256448569472,10-,A~100;IT ?;B+ ?
209Tlm,81,209,1,1228.1,1.46e-07,4747583.428492775,17/2+,IT=100
209Pom,84,209,1,4265.4,1.1900000000000001e-07,5824766.2231928175,31/2-,IT=100
209Atm,85,209,1,2429.32,9.160000000000001e-07,756710.8958078005,29/2+,IT=100
209Rnm,86,209,1,1174.01,1.34e-05,51727.40153432427,13/2+,IT=100
209Rnn,86,209,2,3636.81,3e-06,231049.06018664842,35/2+,IT=100
209Frm,87,209,1,4659.8,4.2e-07,1650350.4299046316,45/2-,IT=100
209Ram,88,209,1,882.4,0.000117,5924.334876580729,13/2+,A~90;B+~10
209Thm,90,209,1,370.0,0.0031000000000000003,223.5958646967565,13/2+,A~100;B+ ?
210Hgm,80,210,1,663.0,2.1e-06,330070.08598092635,(3-),IT=100
210Hgn,80,210,2,1406.0,2e-06,346573.59027997265,8+#,IT=100
210Tlm,81,210,1,1200.0,60.0,0.011552453009332421,"9+,10+",B- ?; IT ?
210Pbm,82,210,1,1194.61,9.2e-08,7534208.484347231,6+,IT=100
210Pbn,82,210,2,1274.8,2.01e-07,3448493.4356216183,8+,IT=100
210Bim,83,210,1,271.31,95933055040000.0,7.225321660724058e-15,9-,A=100
210Pom,84,210,1,1556.97,9.89e-08,7008566.031950912,8+,IT=100
210Pon,84,210,2,5057.65,2.63e-07,2635540.6104940884,16+,IT=100
210Atm,85,210,1,2549.6,4.82e-07,1438064.6899583926,(15)-,IT=100
210Atn,85,210,2,4027.7,5.66e-06,122464.16617666878,(19)+,IT=100
210Rnm,86,210,1,1710.0,6.44e-07,1076315.4977638903,8+,IT=100
210Rnn,86,210,2,3857.0,1.06e-06,653912.4344905145,17-,IT=100
210Rnp,86,210,3,6514.0,1.04e-06,666487.673615332,23+,IT=100
210Frm,87,210,1,4417.2,4.75e-07,1459257.2222314638,(23)+,IT=100
210Ram,88,210,1,2050.9,2.29e-06,302684.3583231202,8+,IT=100
211Tlm,81,211,1,1244.0,5.800000000000001e-07,1195081.345793009,17/2+#,IT=100
211Pbm,82,211,1,1719.0,1.59e-07,4359416.229936763,(27/2+),IT=100
211Bim,83,211,1,1257.0,1.4e-06,495105.1289713895,(25/2-),IT=100
211Pom,84,211,1,1462.0,25.2,0.02750584049841053,(25/2+),A=99.984 4;IT=0.016 4
211Pon,84,211,2,2135.0,2.43e-07,2852457.5331684994,(31/2-),IT~100;A ?
211Pop,84,211,3,4872.0,2.8e-06,247552.56448569475,(43/2+),IT~100;A ?
211Atm,85,211,1,4814.5,4.23e-06,163864.58169265845,(39/2-),IT=100
211Rnm,86,211,1,1603.0,5.96e-07,1162998.6251005793,17/2-,IT=100
211Rnn,86,211,2,8905.0,2.01e-07,3448493.4356216183,63/2-,IT=100
211Frm,87,211,1,2423.16,1.46e-07,4747583.428492775,29/2+,IT=100
211Frn,87,211,2,4657.3,1.245e-07,5567447.233413215,45/2-,IT=100
211Ram,88,211,1,1198.1,9.499999999999999e-06,72962.86111157319,13/2+,IT=100
212Pbm,82,212,1,1335.0,6e-06,115524.53009332421,8+#,IT=100
212Bim,83,212,1,250.0,1500.0,0.00046209812037329687,"(8-,9-)",A=67 1;B-=33 1;B-A=30 1
212Bin,83,212,2,1479.0,420.0,0.0016503504299046317,(18-),B-=?;IT ?
212Pom,84,212,1,2923.0,45.1,0.01536911708558637,(18+),A=99.93 2;IT ?
212Atm,85,212,1,222.9,0.11900000000000001,5.8247662231928174,(9-),A~100;IT ?
212Atn,85,212,2,4771.4,0.00015199999999999998,4560.178819473324,(25-),IT=100
212Rnm,86,212,1,1639.68,1.1800000000000001e-07,5874128.648813095,6+,IT=100
212Rnn,86,212,2,1694.1,9.100000000000001e-07,761700.1984175222,8+,IT=100
212Rnp,86,212,3,6174.2,1.02e-07,6795560.593724954,22+,IT=100
212Rnq,86,212,4,8579.2,1.54e-07,4500955.717921723,30+,IT=100
212Frm,87,212,1,1551.4,3.1899999999999996e-05,21728.751741691078,11+,IT=100
212Frn,87,212,2,2492.2,6.040000000000001e-07,1147594.6698012338,15-,IT=100
212Frp,87,212,3,5854.7,3.1200000000000004e-07,2221625.578717773,27-,IT=100
212Frq,87,212,4,8533.4,2.36e-05,29370.643244065475,34+#,IT=100
212Ram,88,212,1,1958.4,9.3e-06,74531.95489891885,8+,IT=100
212Ran,88,212,2,2613.3,8.5e-07,815467.2712469945,11-,IT=100
213Tlm,81,213,1,680.0,4.1e-06,169060.28794145008,,IT=100
213Tln,81,213,2,1250.0,6e-07,1155245.3009332423,17/2+#,IT=100
213Pbm,82,213,1,1331.0,2.6e-07,2665950.694461328,(21/2+),IT=100
213Atm,85,213,1,1358.0,1.1e-07,6301338.005090412,25/2-#,IT=100
213Atn,85,213,2,2998.0,4.4999999999999996e-05,15403.270679109897,49/2+#,IT=100
213Rnm,86,213,1,1682.0,1e-06,693147.1805599453,(25/2+),IT=100
213Rnn,86,213,2,2205.0,1.3600000000000001e-06,509667.0445293715,(31/2-),IT=100
213Rnp,86,213,3,5965.0,1.64e-07,4226507.198536252,(55/2+),IT=100
213Frm,87,213,1,1590.41,5.05e-07,1372568.6743761292,21/2-,IT=100
213Frn,87,213,2,2537.62,2.3800000000000001e-07,2912383.1115964088,29/2+,IT=100
213Frp,87,213,3,8094.8,3.1e-06,223595.86469675656,(65/2-),IT=100
213Ram,88,213,1,1768.0,0.0022,315.0669002545206,(17/2-),IT~99;A=0.6 4
213Thm,90,213,1,1180.0,1.4e-06,495105.1289713895,(13/2)+,IT=100
214Pbm,82,214,1,1420.0,6.2e-06,111797.93234837828,8+#,IT=100
214Atm,85,214,1,59.0,2.65e-07,2615649.737962058,,A~100;IT ?
214Atn,85,214,2,232.0,7.6e-07,912035.7638946648,9-,A~100;IT ?
214Rnm,86,214,1,4595.4,2.4500000000000004e-07,2829172.165550797,(22+),IT=100
214Frm,87,214,1,121.0,0.00335,206.9096061372971,(8-),A=100
214Frn,87,214,2,638.0,1.0300000000000001e-07,6729584.277281022,(11+),IT=100
214Frp,87,214,3,6577.0,1.08e-07,6418029.449629123,(33+),IT=100
214Ram,88,214,1,1819.7,1.1800000000000001e-07,5874128.648813095,6+,IT=100
214Ran,88,214,2,1865.2,6.73e-05,10299.363752748073,8+,IT=99.91 7;A=0.09 7
214Rap,88,214,3,2683.2,2.9500000000000003e-07,2349651.459525238,11-,IT=100
214Raq,88,214,4,3478.4,2.79e-07,2484398.496630628,14+,IT=100
214Rax,88,214,6,6577.0,1.28e-07,5415212.348124572,(25-),IT=100
214Thm,90,214,1,2181.0,1.24e-06,558989.6617418914,8+#,IT=100
215Bim,83,215,1,1367.0,36.9,0.0187844764379389,(25/2-),IT=76.9 5;B-=23.1 5
215Ram,88,215,1,1877.8,7.3099999999999995e-06,94821.77572639471,(25/2+),IT=100
215Ran,88,215,2,2246.9,1.3899999999999998e-06,498667.0363740614,(29/2-),IT=100
215Rap,88,215,3,3807.0,5.550000000000001e-07,1248913.838846748,(43/2-),IT=100
215Acm,89,215,1,1796.0,1.85e-07,3746741.5165402447,(21/2-),IT=100
215Acn,89,215,2,2488.0,3.35e-07,2069096.061372971,(29/2+),IT=100
215Thm,90,215,1,1471.0,7.7e-07,900191.1435843445,9/2+#,IT=100
216Pbm,82,216,1,1514.0,4.0000000000000003e-07,1732867.951399863,8+#,IT=100
216Bim,83,216,1,24.0,396.0,0.00175037166808067,3-#,B-=100
216Atm,85,216,1,161.0,9.999999999999999e-05,6931.471805599454,9-#,A=100
216Frm,87,216,1,219.0,8.5e-07,815467.2712469945,(9-),A~100;B+ ?
216Acm,89,216,1,38.0,0.000441,1571.7623141948873,(9-),A=100;B+ ?
216Thm,90,216,1,2041.0,0.0001354,5119.255395568281,8+,IT=97.2 9;A=2.8 9
216Thn,90,216,2,2648.0,5.800000000000001e-07,1195081.345793009,(11-),IT=100
216Thp,90,216,3,3682.0,7.4e-07,936685.3791350612,(14+),IT=100
216Um,92,216,1,2250.0,0.0014,495.1051289713895,8+#,A=100
217Bim,83,217,1,1491.0,3e-06,231049.06018664842,25/2-#,IT=100
217Acm,89,217,1,2012.0,7.4e-07,936685.3791350612,29/2+,IT=95.49 18;A=4.51 18
217Thm,90,217,1,673.3,1.41e-07,4915937.450779754,(15/2-),IT=100
217Thn,90,217,2,2307.0,7.099999999999999e-05,9762.636345914723,(25/2+),IT=100
217Pam,91,217,1,1860.0,0.00108,641.8029449629123,(23/2-),A=73 4;IT ?
218Frm,87,218,1,87.0,0.0219,31.65055618995184,(8-),A~100;IT ?
218Acn,89,218,2,607.0,1.0300000000000001e-07,6729584.277281022,(11+),IT=100
218Pam,91,218,1,81.0,0.00015,4620.981203732969,1-#,A=100
218Um,92,218,1,2109.0,0.000408,1698.8901484312385,8+#,A~100; IT=?
219Ram,88,219,1,16.7,0.01,69.31471805599453,(11/2)+,A~100; IT ?
220Pam,91,220,1,26.0,4.1000000000000004e-07,1690602.8794145004,,A=100
220Pan,91,220,2,290.0,2.6e-07,2665950.694461328,,A=100
222Acm,89,222,1,78.0,63.0,0.01100233619936421,5+#,A~98.6 4;B+~1.4 4;IT ?
228Frm,87,228,1,1004.0,180.0,0.003850817669777474,,IT ?; B- ?
228Acm,89,228,1,539.0,180.0,0.003850817669777474,,IT ?; B- ?
229Thm,90,229,1,0.00815,7e-06,99021.0257942779,(3/2+),IT=100
229Pam,91,229,1,12.2,4.2e-07,1650350.4299046316,3/2-,IT=100
233Thm,90,233,1,6.06,2.0,0.34657359027997264,7/2-#,IT ?;B- ?
234Acn,89,234,2,620.0,180.0,0.003850817669777474,,B- ?;IT ?
234Pam,91,234,1,79.0,69.54,0.009967603976990872,(0-),B-~100;IT=0.16 4
234Um,92,234,1,1421.257,3.35e-05,20690.96061372971,6-,IT=100
235Um,92,235,1,0.076737,1542.0,0.0004495117902463977,1/2+,IT=100
235Un,92,235,2,2500.0,0.0036000000000000003,192.54088348887367,,SF~100; IT ?
236Um,92,236,1,1052.5,1.0000000000000001e-07,6931471.805599452,4-,IT=100
236Un,92,236,2,2750.0,1.2000000000000002e-07,5776226.50466621,(0+),IT=87 6;SF=13 6;A ?
236Npm,93,236,1,60.0,81000.0,8.557372599505497e-06,(1-),EC=50 3;B-=50 3
236Pum,94,236,1,1185.45,1.2e-06,577622.6504666212,5-,IT=100
236Amm,95,236,1,50.0,174.0,0.003983604485976697,(1-),B+~100;A ?
237Um,92,237,1,274.0,1.55e-07,4471917.293935131,7/2-,IT=100
237Npm,93,237,1,945.2,7.100000000000001e-07,976263.6345914721,13/2-,IT=100
237Pum,94,237,1,145.543,0.18,3.850817669777474,1/2+,IT=100
237Pun,94,237,2,2900.0,1.1e-06,630133.8005090412,,SF~100; IT ?
238Um,92,238,1,2557.9,2.8e-07,2475525.6448569475,0+,IT=97.4 4;SF=2.6 4
238Npm,93,238,1,2300.0,1.1200000000000001e-07,6188814.112142368,,SF~100;IT ?
238Amm,95,238,1,2500.0,3.5e-05,19804.20515885558,,SF~100;IT ?
239Um,92,239,1,133.7991,7.8e-07,888650.2314871093,1/2+,IT=100
239Pum,94,239,1,391.584,1.9300000000000002e-07,3591436.1687043793,7/2-,IT=100
239Pun,94,239,2,3100.0,7.499999999999999e-06,92419.62407465938,(5/2+),SF~100;IT ?
239Amm,95,239,1,2500.0,1.6300000000000002e-07,4252436.690551811,(7/2+),SF~100;IT ?
240Npm,93,240,1,18.0,433.2,0.0016000627436748506,(1+),B-=99.88 1;IT=0.12 1
240Pum,94,240,1,1308.74,1.65e-07,4200892.003393607,5-,IT=100
240Amm,95,240,1,3000.0,0.00094,737.3906176169631,,SF~100;IT ?
241Pum,94,241,1,161.6853,8.8e-07,787667.2506363015,1/2+,IT=100
241Pun,94,241,2,2200.0,2.05e-05,33812.057588290016,,SF=100
241Amm,95,241,1,2200.0,1.2e-06,577622.6504666212,,SF=100
242Npm,93,242,1,50.0,330.0,0.002100446001696804,(6+),B-=100
242Amm,95,242,1,48.6,4449526566.0,1.5577998474185204e-10,5-,IT=99.55 2;A=0.45 2;SF<4.7e-9
242Amn,95,242,2,2200.0,0.014,49.510512897138945,"(2+,3-)",SF~100;IT=?
242Cmm,96,242,1,2800.0,1.8000000000000002e-07,3850817.6697774734,,SF ?;IT ?
242Bkm,97,242,1,2000.0,6.000000000000001e-07,1155245.300933242,,SF~100;IT ?
243Pum,94,243,1,383.64,3.3e-07,2100446.0016968036,(1/2+),IT=100
243Amm,95,243,1,2300.0,5.5e-06,126026.76010180824,,SF~100;IT ?
243Cmm,96,243,1,87.4,1.08e-06,641802.9449629122,1/2+,IT=100
244Pum,94,244,1,1216.0,1.75,0.39608410317711157,8-,IT=100
244Amm,95,244,1,89.3,1567.8,0.0004421145430284126,1+,B-=99.9636 13;EC=0.0364 13
244Amn,95,244,2,2000.0,0.0009,770.1635339554948,,SF~100;IT ?
244Cmm,96,244,1,1040.181,0.034,20.38668178117486,6+,IT=100
244Bkm,97,244,1,1500.0,8.200000000000001e-07,845301.4397072502,,SF~100;IT ?
245Pum,94,245,1,264.5,3.3e-07,2100446.0016968036,(5/2+),IT=100
245Pun,94,245,2,2000.0,9.000000000000001e-08,7701635.339554947,,SF~100;IT ?
245Amm,95,245,1,2400.0,6.4e-07,1083042.4696249145,,SF~100;IT ?
245Cmm,96,245,1,355.92,2.9000000000000003e-07,2390162.691586018,1/2+,IT=100
245Mdm,101,245,1,100.0,0.0009000000000000001,770.1635339554947,1/2-#,SF~100;A ?
246Amm,95,246,1,30.0,1500.0,0.00046209812037329687,2(-),B-~100;IT ?
246Amn,95,246,2,2000.0,7.3e-05,9495.166856985552,,SF~100;IT ?
246Cmm,96,246,1,1179.66,1.12,0.6188814112142368,8-,IT=100
246Mdm,101,246,1,60.0,4.4,0.15753345012726028,4-#,A=57 3;B+>77;B+SF>10;A<23
247Cmm,96,247,1,227.38,2.63e-05,26355.406104940885,5/2+,IT=100
247Cmn,96,247,2,404.9,1.006e-07,6890131.019482558,1/2+,IT=100
247Fmm,100,247,1,49.0,5.1,0.1359112118744991,(1/2+),A=88 2;B+ ?;IT ?
247Mdm,101,247,1,260.0,0.25,2.772588722239781,1/2-#,A=79 5;SF=21 5
248Cmm,96,248,1,1458.1,0.000146,4747.583428492776,8-#,IT=100
248Fmm,100,248,1,1200.0,0.0101,68.62843371880646,6+#,IT ?;A ?;B+ ?
249Cmm,96,249,1,48.76,2.3e-05,30136.833937388925,7/2+,A=100
249Bkm,97,249,1,8.777,0.0003,2310.4906018664847,3/2-,IT=100
249Cfm,98,249,1,144.98,4.4999999999999996e-05,15403.270679109897,5/2+,IT=100
249Mdm,101,249,1,100.0,1.9,0.364814305557866,(1/2-),A=100
250Bkm,97,250,1,35.59,2.9e-05,23901.626915860183,4+,IT=100
250Bkn,97,250,2,85.6,0.000213,3254.2121153049075,7+,IT=100
250Esm,99,250,1,200.0,7992.000000000001,8.673012769769085e-05,1(-),B+~100;A ?
250Fmm,100,250,1,1199.2,1.92,0.3610141565416382,(8-),IT~100;A ?;B+ ?;SF ?
250Mdm,101,250,1,120.0,42.4,0.016347810862262863,7+#,A= ?;B+ ?;IT ?
250Nom,102,250,1,1050.0,3.6299999999999995e-05,19094.96365178913,(6+),SF~100;IT=?;A ?
251Bkm,97,251,1,35.5,5.8e-05,11950.813457930091,(7/2+),IT=100
251Cfm,98,251,1,370.47,1.3e-06,533190.1388922656,11/2-,IT=100
251Fmm,100,251,1,200.0,2.18e-05,31795.742227520423,5/2+,IT=100
251Mdp,101,251,3,53.0,20.0,0.03465735902799726,(1/2-),A ?;IT ?
251Nom,102,251,1,106.0,1.02,0.6795560593724954,(1/2+),A=100
252Nom,102,252,1,1254.1,0.1091,6.353319711823513,(8-),IT=100
253Fmn,100,253,2,351.0,5.6e-07,1237762.8224284737,11/2-#,IT=100
253Mdp,101,253,3,60.0,60.0,0.011552453009332421,1/2-#,A ?;IT ?
253Nom,102,253,1,167.5,3.0299999999999998e-05,22876.14457293549,5/2+,A=100
253Non,102,253,2,1196.0,0.0007059999999999999,981.7948733143702,19/2+#,IT=100
253Nop,102,253,3,1256.0,0.000552,1255.701414057872,25/2+#,IT=100
253Lrm,103,253,1,30.0,1.32,0.525111500424201,(1/2-),A=90 10;SF=12 3;B+ ?;IT ?
253Rfm,104,253,1,200.0,5.2e-05,13329.75347230664,(1/2)(+#),SF~100;A ?
254Esm,99,254,1,80.4,141480.0,4.899259121854292e-06,2+*,B-=98 2;IT<3;A=0.32 1;EC=0.076 7;SF<0.045
254Mdm,101,254,1,50.0,1680.0,0.00041258760747615793,3-#,B+~100;A ?
254Nom,102,254,1,1296.4,0.26489999999999997,2.616637148206664,(8-),IT=100;SF=0.020 12;A<0.01
254Non,102,254,2,3217.0,0.000184,3767.1042421736156,16+#,IT=100;SF<0.012
254Lrm,103,254,1,107.0,20.3,0.034145181308371686,1+#,A=?;B+ ?;IT ?
254Rfm,104,254,1,1300.0,4.2999999999999995e-06,161197.018734871,8-#,IT~100;SF<10
254Rfn,104,254,2,2000.0,0.000247,2806.263888906661,16+#,IT~100;SF<40
255Mdp,101,255,3,10.0,120.0,0.0057762265046662105,1/2-#,A ?;IT ?
255Nom,102,255,1,210.0,1.0,0.6931471805599453,11/2-#,IT ?; A ?
255Lrm,103,255,1,41.0,2.54,0.27289259077163197,(7/2-),IT ?;A~40
255Lrp,103,255,3,1465.0,0.0017800000000000001,389.4085284044636,(25/2+),IT~100;A<0.15
255Rfm,104,255,1,150.0,4.2999999999999995e-05,16119.701873487102,(5/2+),IT=100
255Rfn,104,255,2,1050.0,1.6e-05,43321.69878499658,19/2+#,IT=100
255Rfp,104,255,3,1300.0,4.1e-05,16906.028794145008,25/2+#,IT=100
255Dbm,105,255,1,100.0,0.0028,247.55256448569475,1/2-#,SF~100;A ?
256Mdm,101,256,1,160.0,6000.0,0.00011552453009332422,7-#,B+ ?;A ?;SF ?
256Rfm,104,256,1,1120.0,2.4999999999999998e-05,27725.887222397814,4-#,IT=100;SF ?
256Rfn,104,256,2,1400.0,1.7e-05,40773.363562349725,8-#,IT=100;SF ?
256Rfp,104,256,3,2400.0,2.7e-05,25672.117798516494,,IT=100;SF ?
257Lrm,103,257,1,100.0,0.27,2.567211779851649,1/2-#,A ?; IT ?
257Rfm,104,257,1,73.0,4.5,0.15403270679109896,11/2-#,A=88.5 15;B+=11.5 15;SF ?
257Rfn,104,257,2,1155.0,0.000106,6539.124344905144,21/2+#,IT=100
257Dbm,105,257,1,140.0,0.67,1.0345480306864854,(1/2-),A>87;SF<13;B+ ?
258Rfm,104,258,1,1200.0,0.0034,203.86681781174863,,IT= ?; A ?; B+ ?
258Rfn,104,258,2,1500.0,1.4999999999999999e-05,46209.81203732969,,IT ?; SF ?
258Dbm,105,258,1,53.0,4.41,0.15717623141948872,5+#,A=77 8;B+=23 8;SF ?
259Sgm,106,259,1,87.0,0.226,3.067022922831616,(1/2+),A~97 1;SF~3 1;B+ ?
261Rfm,104,261,1,70.0,74.0,0.009366853791350611,11/2-#,A~100;B+ ?;SF ?
261Sgm,106,261,1,100.0,9.3e-06,74531.95489891885,7/2+#,IT=100
262Rfm,104,262,1,1000.0,0.047,14.747812352339261,"(8-,9-)#",SF=100
262Bhm,107,262,1,220.0,0.0095,72.96286111157319,,A~100;SF ?
263Sgm,106,263,1,51.0,0.42,1.6503504299046317,7/2+#,A~100;SF ?;IT ?
263Hsm,108,263,1,330.0,0.001,693.1471805599452,11/2-#,A~100;SF ?
265Hsm,108,265,1,229.0,0.00035999999999999997,1925.4088348887371,11/2-#,A~100;IT ?
266Hsm,108,266,1,1100.0,0.28,2.475525644856947,9-#,A~100
266Mtm,109,266,1,1140.0,0.006,115.52453009332422,,A=100
267Hsm,108,267,1,39.0,0.00099,700.1486672322679,,A=?;IT ?
270Dsm,110,270,1,1390.0,0.0043,161.197018734871,10-#,A~70;IT~30
271Dsm,110,271,1,68.0,0.0017,407.73363562349726,,A=100
273Dsm,110,273,1,198.0,0.12,5.776226504666211,,A=100
276Mtm,109,276,1,250.0,7.0,0.09902102579427789,,A=100
277Hsm,108,277,1,100.0,130.0,0.005331901388922656,,SF=100
281Dsm,110,281,1,80.0,0.9,0.7701635339554948,,A=100
285Cnm,112,285,1,530.0,15.0,0.046209812037329684,,A=100
289Flm,114,289,1,750.0,1.1,0.6301338005090411,,A=100
293Lvm,116,293,1,720.0,0.08,8.664339756999317,,A=100
